substage_ID	substage_name
404400	Cradle Wilderness (Deadly)
404401	Summit Wilderness (Merciless)
404402	Frontier Wilderness (Merciless)
404500	Cradle Wilderness (Deadly)
404501	Summit Wilderness (Merciless)
404502	Frontier Wilderness (Merciless)
404600	Cradle Wilderness (Deadly)
404601	Summit Wilderness (Merciless)
404602	Frontier Wilderness (Merciless)
404700	扉が開いた！天国？地獄？
404701	扉が開いた！天国？地獄？
404702	扉が開いた！天国？地獄？
404703	扉が開いた！天国？地獄？
404704	扉が開いた！天国？地獄？
404800	扉が開いた！天国？地獄？
404900	Cradle Wilderness (Deadly)
404901	Summit Wilderness (Merciless)
404902	Frontier Wilderness (Merciless)
405000	Cradle Wilderness (Deadly)
405001	Summit Wilderness (Merciless)
405002	Frontier Wilderness (Merciless)
405100	Sudden Call From Your Crush
405101	Sudden Call From Your Crush
405102	Sudden Call From Your Crush
405103	Sudden Call From Your Crush
405104	Sudden Call From Your Crush
405200	Puffer Planet (Merciless)
405300	Bombergirl (Deadly)
405400	No Plan A (Deadly)
405500	in THE MOON
405600	In the Mist-Shrouded Church
600000	Wanderer's Trial (Stage 1)
600100	ニコ修行 やわめ
700000	Floor 1
700001	Floor 2
700002	Floor 3
700003	Floor 4
700004	Floor 5
700005	Floor 6
700006	Floor 7
700007	Floor 8
700008	Floor 9
700009	Floor 10
700010	Floor 11
700011	Floor 12
700012	Floor 13
700013	Floor 14
700014	Floor 15
700015	Floor 16
700016	Floor 17
700017	Floor 18
700018	Floor 19
700019	Floor 20
700020	Floor 21
700021	Floor 22
700022	Floor 23
700023	Floor 24
700024	Floor 25
700025	Floor 26
700026	Floor 27
700027	Floor 28
700028	Floor 29
700029	Floor 30
700030	Floor 31
700031	Floor 32
700032	Floor 33
700033	Floor 34
700034	Floor 35
700035	Floor 36
700036	Floor 37
700037	Floor 38
700038	Floor 39
700039	Floor 40
700040	Floor 41
700041	Floor 42
700042	Floor 43
700043	Floor 44
700044	Floor 45
700045	Floor 46
700046	Floor 47
700047	Floor 48
700048	Floor 49
700049	Floor 50
700100	Floor 1
700101	Floor 2
700102	Floor 3
700103	Floor 4
700104	Floor 5
700105	Floor 6
700106	Floor 7
700107	Floor 8
700108	Floor 9
700109	Top Floor
700200	Floor 1
700201	Floor 2
700202	Floor 3
700203	Floor 4
700204	Floor 5
700205	Floor 6
700206	Floor 7
700207	Floor 8
700208	Floor 9
700209	Top Floor
700300	Floor 1
700301	Floor 2
700302	Floor 3
700303	Floor 4
700304	Floor 5
700305	Floor 6
700306	Floor 7
700307	Floor 8
700308	Floor 9
700309	Top Floor
700400	Floor 1
700401	Floor 2
700402	Floor 3
700403	Floor 4
700404	Floor 5
700405	Floor 6
700406	Floor 7
700407	Floor 8
700408	Floor 9
700409	Top Floor
700500	Floor 1
700501	Floor 2
700502	Floor 3
700503	Floor 4
700504	Floor 5
700505	Floor 6
700506	Floor 7
700507	Floor 8
700508	Floor 9
700509	Top Floor
700600	Floor 1
700601	Floor 2
700602	Floor 3
700603	Floor 4
700604	Floor 5
700605	Floor 6
700606	Floor 7
700607	Floor 8
700608	Floor 9
700609	Floor 10
700610	Floor 11
700611	Floor 12
700612	Floor 13
700613	Floor 14
700614	Floor 15
700615	Floor 16
700616	Floor 17
700617	Floor 18
700618	Floor 19
700619	Floor 20
700620	Floor 21
700621	Floor 22
700622	Floor 23
700623	Floor 24
700624	Floor 25
700625	Floor 26
700626	Floor 27
700627	Floor 28
700628	Floor 29
700629	Floor 30
700700	Floor 1
700701	Floor 2
700702	Floor 3
700703	Floor 4
700704	Floor 5
700705	Floor 6
700706	Floor 7
700707	Floor 8
700708	Floor 9
700709	Top Floor
1100000	Crimson Trial
1100100	Shadow Trial
1100200	Phoenix Trial
1100300	Five Year Plan
1100400	Weak of Spirit
1100500	Six Years Strong
1100600	Into the Fray: Servants Strike!
1100700	Aqua Paradiso
1100800	襲来！ケリ姫軍団
1100900	城とドラゴンと道場
1101000	Attack of the Shakurels
1101100	Council of the Vampires
1101200	Dance in the Sky
1101300	The Dead from Space
1101400	I Seek the Strongest
1101500	Lucky Number 7
1101600	MikuMiku Music Fest
1101700	Tearful Tournament
1101800	I Seek the Strongest
1101900	8 Ain't Enough
1102000	Crimson Trial
1102100	Shadow Trial
1102200	Phoenix Trial
1102300	9と1/2周年記念大会
1200000	Higher Score
1300000	An Ancient Curse
1300100	Pilaf Field
1300101	Nyandaria
1300102	Annin Pass
1300103	Ajillo Highlands
1300104	Pasta Desert
1300105	Mince Hill
1300200	Kosamin Ruins
1300201	Shallow Sea Green
1300202	Playing Bandits
1300203	Buggy Hollows
1300204	Thriller Grin
1300205	John Gool
1300300	Marine Town
1300301	Wandering Conch
1300302	Palcaccio Waters
1300303	Utsubobo Seamount
1300304	Frontier Dawn
1300305	Rutsborg Vortex
1300400	Crowded Surf
1300401	Mutinous Waves
1300402	Buoys & Gills
1300403	On the Rocks
1300404	Seahorse Siren
1300405	Young Cuttlefish
1300500	Deadly Weapons
1300501	Inspirational Mural
1300502	Sunlit Caves
1300503	Glittering Peaks
1300504	Murmuring Evil
1300505	Languid Lakeside
1300600	Midnight Lycopene
1300601	Metroasis
1300602	Paper Skyscraper
1300603	Rogue's Twilight
1300604	Concrete Ocean
1300605	Unmanned Station
1300700	Panic Tower
1300701	Lady in the Clink
1300702	No Hope Ranch
1300703	Hunter's Hills
1300704	Morbid Mesa
1300705	Revolver Ridge
1300800	Escolar Coast
1300801	Project Walrus
1300802	Loach Breach
1300803	Seagull Reserve
1300804	Roe Row
1300805	Heron's Call
1300900	Cricket Ideology
1300901	Gutter Lord
1300902	Veggie Friends
1300903	Snitches Get Stitches
1300904	Shocking Exile
1300905	The Red Cat Gambit
1301000	Magma Bath
1301001	Pyroclastic Flow
1301002	Ashen Rain
1301003	Sage of the Peak
1301004	Raging Caldera
1301005	Supervolcano
1301100	A Joyful Song
1301101	Cave Maidens
1301102	Good Spirits
1301103	Woods of Resentment
1301104	Hermit Chatterbox
1301105	Primitive Souls
1301200	Iwa Rock Reef
1301201	Nautilus Tomb
1301202	Lost Sailors
1301203	Caged Carp
1301204	Quay of Camels
1301205	Endless Dead Zone
1301300	Holiday Atonement
1301301	A Private Rainforest
1301302	Rude on the Beach
1301303	13th Ward Resident
1301304	Spa of Ascension
1301305	Wonders of Nature
1301400	Pulling Hair
1301401	Mermaid Sauce
1301402	Lord's Lecture
1301403	Cracked Column
1301404	Guardian of Innocence
1301405	Total Myopia
1301500	Eager Entryway
1301501	Fainting Porch
1301502	Hangover Couch
1301503	Tidy Kitchen
1301504	Bathtub of Whimsy
1301505	Lamb's Boudoir
1301600	Steamworks Ltd.
1301601	Sticky Shower
1301602	Standing Sauna
1301603	Chilly Pool
1301604	Umibozu's House
1301605	Hot Spring Reception
1301700	Famine Village
1301701	The Night of Claws
1301702	Rocky Surface
1301703	Exaggeration Falls
1301704	Abandoned Desire
1301705	Slave to Instinct
1301800	Beachhead Invasion
1301801	Forever Fishing
1301802	Triton's Cave
1301803	Nighttime Lure
1301804	The Bloody Wharf
1301805	Multitetrapod
1301900	A Classroom in Ruins
1301901	Lonely Goldfish
1301902	Demon COO
1301903	Principal's Rebellion
1301904	Bell Collector
1301905	Campus Law
1302000	Furry Cavern
1302001	Mandatory Fun
1302002	Gas-Powered Birds
1302003	Stars in the Sewers
1302004	Postapocalypse Panic
1302005	Lifesaving Shovel
1302100	Proletarian Box
1302101	Collapse Checker
1302102	Unmoving Conveyer
1302103	VIP Warehouse
1302104	Rebel Scraps
1302105	Smokestack to Heaven
1302200	Loser's Complaint
1302201	Brave Dog's Bone
1302202	Poison Bog Cure
1302203	Patience Prevails
1302204	A Boat Too Far
1302205	Cursing the Curser
1302300	Authority and Gravity
1302301	Slave to Energy
1302302	Raise Your Torches
1302303	Despotism at Home
1302304	Unauthorized Breathing
1302305	Bare Fangs at the Throne
1302400	Treadmill Powered
1302401	Vengeful Sandbag
1302402	Protein Cartel
1302403	Anaerobic Cycling
1302404	Sauna Handstands
1302405	Lakeside Bootcamp
1302500	Curry Comet
1302501	Icarus' Instinct
1302502	Rainbow Bridge Toll
1302503	Planetarium Love
1302504	Meteor Disco
1302505	Cats in the Stars
1302600	The Prince's Woods
1302601	Aria of the Princess
1302602	Wicked Beauty
1302603	Glass Slippers
1302604	Guild of Masks
1302605	Happily Ever After
1302700	Flask Hill
1302701	Anatomy Forest
1302702	Formalin Marina
1302703	Swamp of Ignorance
1302704	Microscope Bridge
1302705	Burning Blue
1302800	Slumbering Cavern
1302801	Cozy Corpses
1302802	Second Unlife
1302803	Defaced Tombstone
1302804	Botanical Burial
1302805	Sodden Bones
1302900	A Dutiful Prayer
1302901	Dilemma of Birth
1302902	The Ivory Oracle
1302903	Persona's Blooming
1302904	Passionate Release
1302905	Buried Hypocrisy
1303000	Pilgrim Agitators
1303001	The Belated Priest
1303002	Choir Battle
1303003	Adventurer's Journal
1303004	Chapel Transfer
1303005	Dark Lord's Decree
1303100	Spiralling Ring
1303101	Payday the 13th
1303102	Normal Activity
1303103	Darkened House
1303104	Internal Scream
1303105	A Pile of Guts
1303200	Diversity, Alkilinity
1303201	Ironsand Beach
1303202	Oil Spill Rainbow
1303203	Love Refinery
1303204	Overnight Overtime
1303205	Cathode Influencer
1303300	Angkor S.W.A.T.
1303301	Tropical Garden
1303302	Kuala Lum-Pool
1303303	Poison on Rice
1303304	Khao Man Guys
1303305	Fish-Legged Beauty
1303400	Banana Genomes
1303401	Artificial Strawberries
1303402	Organic Chromosomes
1303403	Nano-Grapes
1303404	Cloned Farmers
1303405	Gene Salesmen
1303500	The Ivy-Sealed Door
1303501	Reincarnation Ring
1303502	Re-Leaf Towers
1303503	Canopy Altar
1303504	Sappy Underpass
1303505	The Face of God
1303600	Confront the Tyrant
1303601	Disaster Cycle
1303602	Three Evil Brothers
1303603	Pulled Punch Bout
1303604	Border Between Worlds
1303605	Hall of the Four Kings
1303700	The Great Sufferer
1303701	Patient Red Fox
1303702	Learned to Hate
1303703	Multiplanar Studios
1303704	Infernal Forces
1303705	Hell's All-Stars
1303800	Aku Altar's Seal
1303900	Toy Boat Graveyard
1303901	Breathtaking Waves
1303902	Dried Fish Market
1303903	Breakwater Blood Feud
1303904	Fishermen On Strike
1303905	Seahorses Caught
1304000	Magma Pillar
1304001	Burning Crimson
1304002	Boiling Blood
1304003	Hell's Crater
1304004	Fire Kingdom Dynamite
1304005	Burning Sunset
1304100	Speechless Tongues
1304101	Lamps Aloft
1304102	Ashes Just Ahead
1304103	Cloak of Hiding
1304104	Hall of Feasting
1304105	Roast Meat, Not Cities
1304200	Fountain of Memories
1304201	Chaotic Pulse
1304202	Beyond the Haze
1304203	Border Soil
1304204	Silver Current
1304205	Immortal Zenith
1304300	Stars in the Tumbler
1304301	Night of the Hustler
1304302	Don't Rush Love
1304303	Tear-Soaked Puppy
1304304	Shinobi Showdown
1304305	Ancient Sea Blues
1304400	Pithouse Academy
1304401	Local Harvest Forecast
1304402	Clay Pot Soul Food
1304403	Chiefs' Smoking Area
1304404	Rest Stop Sacrifice
1304405	Outta This Village
1400000	Rays of Gold (Hard)
1400001	Rays of Gold (Expert)
1400002	Rays of Gold (Insane)
1400100	Blue Illusion (Hard)
1400101	Blue Illusion (Expert)
1400102	Blue Illusion (Insane)
1400200	Red Passions (Hard)
1400201	Red Passions (Expert)
1400202	Red Passions (Insane)
1400300	Violet Flash (Hard)
1400301	Violet Flash (Expert)
1400302	Violet Flash (Insane)
1400400	Green Envy (Hard)
1400401	Green Envy (Expert)
1400402	Green Envy (Insane)
1400500	Steel Visage (Deadly)
1400600	Super Metal Hippoe (Expert)
1400700	Love, Metal Hippoe (Hard)
1400800	Taste of Success (Merciless)
1400900	Tempered in Flame (Deadly)
1401000	Refined Palate (Insane)
1401100	Sweet XP (Easy)
1401101	Sweet XP (Normal)
1401102	Sweet XP (Hard)
1401103	Sweet XP (Veteran)
1401104	Sweet XP (Expert)
1401105	Sweet XP (Insane)
1401200	No Plan A (Deadly)
1401300	Realm of Carnage (Deadly)
1401400	Honey Trap (Deadly)
1401500	Parade of the Dead (Deadly)
1401600	N-1 Grand Prix (Deadly)
1401700	Bombergirl (Deadly)
1401800	Attack on R-Cyclone (Expert)
1401900	Attack on B-Cyclone (Expert)
1402000	Attack on W-Cyclone (Expert)
1402100	Oncoming Maelstrom (Expert)
1402200	Attack on Titanium (Insane)
1402300	Black Hole Rising (Insane)
1402400	Dark Souls (Insane)
1402500	Absolute Defence (Insane)
1402600	Berserk (Insane)
1402700	Festival Gross (Insane)
1402800	Head Shaker (Insane)
1402900	Flappy Cat (Insane)
1403000	Fish Hell (Insane)
1403100	Mammals? (Insane)
1403200	Crazy Cats (Insane)
1403300	Puffer Planet (Merciless)
1403400	in JAPAN
1403401	in LONDON
1403402	in NEW YORK
1403500	Oncoming Storm (Insane)
1403600	Unholy Tempest (Insane)
1403700	Charybdis' Mouth (Merciless)
1403800	Wrath of Hell (Deadly)
1403900	Flow Like the Stream (Merciless)
1404000	Deathhawk (Deadly)
1404100	Vulcanizer (Deadly)
1404200	Unjust War (Deadly)
1404300	Muscle Party (Deadly)
1404400	Lots O' Lion (Deadly)
1404500	Forest Beasts (Deadly)
1404600	Ogre Island (Deadly)
1404700	Draconian (Deadly)
1404800	Resident Feline (Deadly)
1404900	The Wormhole Opens (Deadly)
1600000	LEVEL 1
1600001	LEVEL 2
1600002	LEVEL 3
1600003	LEVEL 4
1600004	LEVEL 5
1600005	LEVEL 6
1600006	LEVEL 7
1600007	LEVEL 8
1600008	LEVEL 9
1600009	LEVEL 10
1600010	LEVEL 11
1600011	LEVEL 12
1600012	LEVEL 13
1600013	LEVEL 14
1600014	LEVEL 15
1600015	LEVEL 16
1600016	LEVEL 17
1600017	LEVEL 18
1600018	LEVEL 19
1600019	LEVEL 20
1600020	LEVEL 21
1600021	LEVEL 22
1600022	LEVEL 23
1600023	LEVEL 24
1600024	LEVEL 25
1600025	LEVEL 26
1600026	LEVEL 27
1600027	LEVEL 28
1600028	LEVEL 29
1600029	LEVEL 30
1600030	LEVEL 31
1600031	LEVEL 32
1600032	LEVEL 33
1600033	LEVEL 34
1600034	LEVEL 35
1600035	LEVEL 36
1600036	LEVEL 37
1600037	LEVEL 38
1600038	LEVEL 39
1600039	LEVEL 40
1600040	LEVEL 41
1600041	LEVEL 42
1600042	LEVEL 43
1600043	LEVEL 44
1600044	LEVEL 45
1600045	LEVEL 46
1600046	LEVEL 47
1600047	LAST LEVEL
2000000	Korea
2000001	Mongolia
2000002	China
2000003	Thailand
2000004	Cambodia
2000005	Philippines
2000006	Japan
2000007	Australia
2000008	Singapore
2000009	Maldives
2000010	India
2000011	Nepal
2000012	Dubai
2000013	Saudi Arabia
2000014	Kenya
2000015	Madagascar
2000016	South Africa
2000017	Ghana
2000018	Sahara
2000019	Egypt
2000020	Turkey
2000021	Russia
2000022	Greece
2000023	Italy
2000024	Monaco
2000025	Spain
2000026	France
2000027	Germany
2000028	Denmark
2000029	Norway
2000030	United Kingdom
2000031	Greenland
2000032	Canada
2000033	New York
2000034	Bermuda
2000035	Jamaica
2000036	Colombia
2000037	Brazil
2000038	Argentina
2000039	Machu Picchu
2000040	Easter Island
2000041	Mexico
2000042	NASA
2000043	Las Vegas
2000044	Hollywood
2000045	Alaska
2000046	Hawaii
2000047	Moon
2000048	dammy
2000100	Korea
2000101	Mongolia
2000102	China
2000103	Thailand
2000104	Cambodia
2000105	Philippines
2000106	Japan
2000107	Australia
2000108	Singapore
2000109	Maldives
2000110	India
2000111	Nepal
2000112	Dubai
2000113	Saudi Arabia
2000114	Kenya
2000115	Madagascar
2000116	South Africa
2000117	Ghana
2000118	Sahara
2000119	Egypt
2000120	Turkey
2000121	Russia
2000122	Greece
2000123	Italy
2000124	Monaco
2000125	Spain
2000126	France
2000127	Germany
2000128	Denmark
2000129	Norway
2000130	United Kingdom
2000131	Greenland
2000132	Canada
2000133	New York
2000134	Bermuda
2000135	Jamaica
2000136	Colombia
2000137	Brazil
2000138	Argentina
2000139	Machu Picchu
2000140	Easter Island
2000141	Mexico
2000142	NASA
2000143	Las Vegas
2000144	Hollywood
2000145	Alaska
2000146	Hawaii
2000147	Moon
2000148	dammy
2000200	Korea
2000201	Mongolia
2000202	China
2000203	Thailand
2000204	Cambodia
2000205	Philippines
2000206	Japan
2000207	Australia
2000208	Singapore
2000209	Maldives
2000210	India
2000211	Nepal
2000212	Dubai
2000213	Saudi Arabia
2000214	Kenya
2000215	Madagascar
2000216	South Africa
2000217	Ghana
2000218	Sahara
2000219	Egypt
2000220	Turkey
2000221	Russia
2000222	Greece
2000223	Italy
2000224	Monaco
2000225	Spain
2000226	France
2000227	Germany
2000228	Denmark
2000229	Norway
2000230	United Kingdom
2000231	Greenland
2000232	Canada
2000233	New York
2000234	Bermuda
2000235	Jamaica
2000236	Colombia
2000237	Brazil
2000238	Argentina
2000239	Machu Picchu
2000240	Easter Island
2000241	Mexico
2000242	NASA
2000243	Las Vegas
2000244	Hollywood
2000245	Alaska
2000246	Hawaii
2000247	Moon
2000248	dammy
2100000	Japan
2100001	Korea
2100002	China
2100003	Mongolia
2100004	Russia
2100005	Norway
2100006	United Kingdom
2100007	Denmark
2100008	Germany
2100009	France
2100010	Spain
2100011	Monaco
2100012	Italy
2100013	Greece
2100014	Turkey
2100015	Dubai
2100016	India
2100017	Nepal
2100018	Thailand
2100019	Cambodia
2100020	Philippines
2100021	Singapore
2100022	Australia
2100023	The Great Abyss
2100024	Madagascar
2100025	Kenya
2100026	Saudi Arabia
2100027	Egypt
2100028	Sahara
2100029	Ghana
2100030	South Africa
2100031	Argentina
2100032	Easter Island
2100033	Machu Picchu
2100034	Colombia
2100035	Jamaica
2100036	Mexico
2100037	Hollywood
2100038	Las Vegas
2100039	Alaska
2100040	Canada
2100041	Greenland
2100042	New York
2100043	NASA
2100044	Bermuda
2100045	Brazil
2100046	Floating Continent
2100047	Moon
2100048	<TBD>
2100100	Japan
2100101	Korea
2100102	China
2100103	Mongolia
2100104	Russia
2100105	Norway
2100106	United Kingdom
2100107	Denmark
2100108	Germany
2100109	France
2100110	Spain
2100111	Monaco
2100112	Italy
2100113	Greece
2100114	Turkey
2100115	Dubai
2100116	India
2100117	Nepal
2100118	Thailand
2100119	Cambodia
2100120	Philippines
2100121	Singapore
2100122	Australia
2100123	The Great Abyss
2100124	Madagascar
2100125	Kenya
2100126	Saudi Arabia
2100127	Egypt
2100128	Sahara
2100129	Ghana
2100130	South Africa
2100131	Argentina
2100132	Easter Island
2100133	Machu Picchu
2100134	Colombia
2100135	Jamaica
2100136	Mexico
2100137	Hollywood
2100138	Las Vegas
2100139	Alaska
2100140	Canada
2100141	Greenland
2100142	New York
2100143	NASA
2100144	Bermuda
2100145	Brazil
2100146	Floating Continent
2100147	Moon
2100148	<TBD>
2100200	Japan
2100201	Korea
2100202	China
2100203	Mongolia
2100204	Russia
2100205	Norway
2100206	United Kingdom
2100207	Denmark
2100208	Germany
2100209	France
2100210	Spain
2100211	Monaco
2100212	Italy
2100213	Greece
2100214	Turkey
2100215	Dubai
2100216	India
2100217	Nepal
2100218	Thailand
2100219	Cambodia
2100220	Philippines
2100221	Singapore
2100222	Australia
2100223	The Great Abyss
2100224	Madagascar
2100225	Kenya
2100226	Saudi Arabia
2100227	Egypt
2100228	Sahara
2100229	Ghana
2100230	South Africa
2100231	Argentina
2100232	Easter Island
2100233	Machu Picchu
2100234	Colombia
2100235	Jamaica
2100236	Mexico
2100237	Hollywood
2100238	Las Vegas
2100239	Alaska
2100240	Canada
2100241	Greenland
2100242	New York
2100243	NASA
2100244	Bermuda
2100245	Brazil
2100246	Floating Continent
2100247	Moon
2100248	<TBD>
2200000	Earth
2200001	Mars
2200002	Jupiter
2200003	Saturn
2200004	Venus
2200005	Mercury
2200006	Sun
2200007	Uranus
2200008	Neptune
2200009	Triton
2200010	Pluto
2200011	Red Rectangle
2200012	Eskimo Nebula
2200013	Catseye Nebula
2200014	Egg Nebula
2200015	Calabash Nebula
2200016	Altair
2200017	Sirius
2200018	Canopus
2200019	Vega
2200020	Aldebaran
2200021	Betelgeuse
2200022	Deneb
2200023	Cosmic Lounge
2200024	Sighter's Star
2200025	Kaiou
2200026	Magellanic
2200027	Buutara
2200028	Moskandag
2200029	Corona
2200030	Soba IV
2200031	Plumpit
2200032	Darararah
2200033	Thanxbye
2200034	Mertoz
2200035	Urura
2200036	Aguham
2200037	Somolon
2200038	Ababwa
2200039	Titan
2200040	Skelling
2200041	Gorigori
2200042	Broton
2200043	Crimson Star
2200044	N77 Nebula
2200045	Andromeda
2200046	Black Hole
2200047	The Big Bang
2200048	<TBD>
2200100	Earth
2200101	Mars
2200102	Jupiter
2200103	Saturn
2200104	Venus
2200105	Mercury
2200106	Sun
2200107	Uranus
2200108	Neptune
2200109	Triton
2200110	Pluto
2200111	Red Rectangle
2200112	Eskimo Nebula
2200113	Catseye Nebula
2200114	Egg Nebula
2200115	Calabash Nebula
2200116	Altair
2200117	Sirius
2200118	Canopus
2200119	Vega
2200120	Aldebaran
2200121	Betelgeuse
2200122	Deneb
2200123	Cosmic Lounge
2200124	Sighter's Star
2200125	Kaiou
2200126	Magellanic
2200127	Buutara
2200128	Moskandag
2200129	Corona
2200130	Soba IV
2200131	Plumpit
2200132	Darararah
2200133	Thanxbye
2200134	Mertoz
2200135	Urura
2200136	Aguham
2200137	Somolon
2200138	Ababwa
2200139	Titan
2200140	Skelling
2200141	Gorigori
2200142	Broton
2200143	Crimson Star
2200144	N77 Nebula
2200145	Andromeda
2200146	Black Hole
2200147	The Big Bang
2200148	<TBD>
2200200	Earth
2200201	Mars
2200202	Jupiter
2200203	Saturn
2200204	Venus
2200205	Mercury
2200206	Sun
2200207	Uranus
2200208	Neptune
2200209	Triton
2200210	Pluto
2200211	Red Rectangle
2200212	Eskimo Nebula
2200213	Catseye Nebula
2200214	Egg Nebula
2200215	Calabash Nebula
2200216	Altair
2200217	Sirius
2200218	Canopus
2200219	Vega
2200220	Aldebaran
2200221	Betelgeuse
2200222	Deneb
2200223	Cosmic Lounge
2200224	Sighter's Star
2200225	Kaiou
2200226	Magellanic
2200227	Buutara
2200228	Moskandag
2200229	Corona
2200230	Soba IV
2200231	Plumpit
2200232	Darararah
2200233	Thanxbye
2200234	Mertoz
2200235	Urura
2200236	Aguham
2200237	Somolon
2200238	Ababwa
2200239	Titan
2200240	Skelling
2200241	Gorigori
2200242	Broton
2200243	Crimson Star
2200244	N77 Nebula
2200245	Andromeda
2200246	Black Hole
2200247	The Big Bang
2200248	<TBD>
2400000	Red Alert 1
2400001	Red Alert 2
2400002	Red Alert 3
2400003	Red Alert 4
2400004	Red Alert 5
2400005	Red Alert 6
2400006	Red Alert 7
2400007	Red Alert 8
2400008	Red Alert 9
2400009	Red Alert 10
2400010	Red Alert 11
2400011	Red Alert 12
2400012	Red Alert 13
2400013	Red Alert 14
2400014	Red Alert 15
2400015	Red Alert 16
2400016	Red Alert 17
2400017	Red Alert 18
2400018	Red Alert 19
2400019	Red Alert 20
2400100	Red Alert 21
2400101	Red Alert 22
2400102	Red Alert 23
2400103	Red Alert 24
2400104	Red Alert 25
2400105	Red Alert 26
2400106	Red Alert 27
2400107	Red Alert 28
2400108	Red Alert 29
2400109	Red Alert 30
2400110	Red Alert 31
2400111	Red Alert 32
2400112	Red Alert 33
2400113	Red Alert 34
2400114	Red Alert 35
2400115	Red Alert 36
2400116	Red Alert 37
2400117	Red Alert 38
2400118	Red Alert 39
2400119	Red Alert 40
2400200	Red Alert 41
2400201	Red Alert 42
2400202	Red Alert 43
2400203	Red Alert 44
2400204	Red Alert 45
2400205	Red Alert 46
2400206	Red Alert 47
2400207	Red Alert 48
2400208	Red Alert 49
2400209	Red Alert 50
2400210	Red Alert 51
2400211	Red Alert 52
2400212	Red Alert 53
2400213	Red Alert 54
2400214	Red Alert 55
2400215	Red Alert 56
2400216	Red Alert 57
2400217	Red Alert 58
2400218	Red Alert 59
2400219	Red Alert 60
2400300	Rampage Lv1
2400301	Rampage Lv2
2400302	Rampage Lv3
2400303	Rampage Lv4
2400304	Rampage Lv5
2400305	Rampage Lv6
2400306	Rampage Lv7
2400307	Rampage Lv8
2400308	Rampage Lv9
2400309	Rampage Lv10
2400310	Rampage Lv11
2400311	Rampage Lv12
2400312	Rampage Lv13
2400313	Rampage Lv14
2400314	Rampage Lv15
2400315	Rampage Lv16
2400316	Rampage Lv17
2400317	Rampage Lv18
2400318	Rampage Lv19
2400319	Rampage Lv20
2400400	Rampage Lv21
2400401	Rampage Lv22
2400402	Rampage Lv23
2400403	Rampage Lv24
2400404	Rampage Lv25
2400405	Rampage Lv26
2400406	Rampage Lv27
2400407	Rampage Lv28
2400408	Rampage Lv29
2400409	Rampage Lv30
2400410	Rampage Lv31
2400411	Rampage Lv32
2400412	Rampage Lv33
2400413	Rampage Lv34
2400414	Rampage Lv35
2400415	Rampage Lv36
2400416	Rampage Lv37
2400417	Rampage Lv38
2400418	Rampage Lv39
2400419	Rampage Lv40
2400500	Rampage Lv41
2400501	Rampage Lv42
2400502	Rampage Lv43
2400503	Rampage Lv44
2400504	Rampage Lv45
2400505	Rampage Lv46
2400506	Rampage Lv47
2400507	Rampage Lv48
2400508	Rampage Lv49
2400509	Rampage Lv50
2400510	Rampage Lv51
2400511	Rampage Lv52
2400512	Rampage Lv53
2400513	Rampage Lv54
2400514	Rampage Lv55
2400515	Rampage Lv56
2400516	Rampage Lv57
2400517	Rampage Lv58
2400518	Rampage Lv59
2400519	Rampage Lv60
2400600	On Mighty Wings Lv1
2400601	On Mighty Wings Lv2
2400602	On Mighty Wings Lv3
2400603	On Mighty Wings Lv4
2400604	On Mighty Wings Lv5
2400605	On Mighty Wings Lv6
2400606	On Mighty Wings Lv7
2400607	On Mighty Wings Lv8
2400608	On Mighty Wings Lv9
2400609	On Mighty Wings Lv10
2400610	On Mighty Wings Lv11
2400611	On Mighty Wings Lv12
2400612	On Mighty Wings Lv13
2400613	On Mighty Wings Lv14
2400614	On Mighty Wings Lv15
2400615	On Mighty Wings Lv16
2400616	On Mighty Wings Lv17
2400617	On Mighty Wings Lv18
2400618	On Mighty Wings Lv19
2400619	On Mighty Wings Lv20
2400700	On Mighty Wings Lv21
2400701	On Mighty Wings Lv22
2400702	On Mighty Wings Lv23
2400703	On Mighty Wings Lv24
2400704	On Mighty Wings Lv25
2400705	On Mighty Wings Lv26
2400706	On Mighty Wings Lv27
2400707	On Mighty Wings Lv28
2400708	On Mighty Wings Lv29
2400709	On Mighty Wings Lv30
2400710	On Mighty Wings Lv31
2400711	On Mighty Wings Lv32
2400712	On Mighty Wings Lv33
2400713	On Mighty Wings Lv34
2400714	On Mighty Wings Lv35
2400715	On Mighty Wings Lv36
2400716	On Mighty Wings Lv37
2400717	On Mighty Wings Lv38
2400718	On Mighty Wings Lv39
2400719	On Mighty Wings Lv40
2400800	On Mighty Wings Lv41
2400801	On Mighty Wings Lv42
2400802	On Mighty Wings Lv43
2400803	On Mighty Wings Lv44
2400804	On Mighty Wings Lv45
2400805	On Mighty Wings Lv46
2400806	On Mighty Wings Lv47
2400807	On Mighty Wings Lv48
2400808	On Mighty Wings Lv49
2400809	On Mighty Wings Lv50
2400810	On Mighty Wings Lv51
2400811	On Mighty Wings Lv52
2400812	On Mighty Wings Lv53
2400813	On Mighty Wings Lv54
2400814	On Mighty Wings Lv55
2400815	On Mighty Wings Lv56
2400816	On Mighty Wings Lv57
2400817	On Mighty Wings Lv58
2400818	On Mighty Wings Lv59
2400819	On Mighty Wings Lv60
2400900	Cosmic Juggernaut Lv.1
2400901	Cosmic Juggernaut Lv.2
2400902	Cosmic Juggernaut Lv.3
2400903	Cosmic Juggernaut Lv.4
