ID	mission_text
9102	Beat "城ドラ VS 城ドラ" stages 5 times -> Cat Ticket X 1
9103	Beat "城ドラ VS 城ドラ" stages 10 times -> Cat Ticket X 1
9104	Beat "城ドラ VS 城ドラ" stages 20 times -> Cat Ticket X 1
9105	Beat "ケットバス王国の教え" stages 5 times -> Cat Ticket X 1
9106	Beat "ケットバス王国の教え" stages 10 times -> Cat Ticket X 1
9107	Beat "ケットバス王国の教え" stages 20 times -> Cat Ticket X 1
9108	Level up Kerihime to Level 10 -> Cat Food X 10
9109	Level up Cat Princess to Level 10 -> Cat Food X 10
9110	Level up 眠れるケリの美女 to Level 10 -> Cat Food X 10
9188	Level up きたろう to Level 10 -> Cat Food X 10
9189	Level up 目玉おやじ to Level 10 -> Cat Food X 10
9190	Level up ねこ娘 to Level 10 -> Cat Food X 10
9203	Level up ネコ２Ｄ to Level 10 -> Cat Food X 10
9204	Level up 太秦麗＆ネコ to Level 10 -> Cat Food X 10
9210	Level up ソラカラちゃん to Level 10 -> Cat Food X 10
